"item_id","protein"
62,"chicken"
63,"chicken"
64,"chicken"
65,"chicken"
66,"chicken"
67,"chicken"
68,"chicken"
69,"chicken"
70,"chicken"
71,"chicken"
72,"chicken"
73,"chicken"
74,"chicken"
75,"chicken"
76,"chicken"
77,"pea-protein"
78,"pea-protein"
