"item_id","protein"
122,"calamari"
123,"chicken"
133,"pepperoni"
134,"beef"
135,"pork"
136,"chicken"
137,"pepperoni"
137,"beef"
138,"beef"
140,"pepperoni"
141,"chicken"
142,"pork"
146,"pork"
150,"chicken"
150,"pork"
151,"beef"
153,"beef"
155,"pepperoni"
155,"pork"
158,"anchovies"
158,"tuna"
159,"chicken"
160,"pork"
161,"chicken"
161,"anchovies"
162,"quorn"
163,"quorn"
165,"quorn"
167,"quorn"
